CÓDIGO EUROPEO,LEI,NOMBRE,NOMBRE DE LA GESTORA,DIRECCIÓN,TIPO DE FONDO DE PENSION,PROMOTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
DEAJI30,391200KXZVCUYUUEPW56,"Versorgungswerk der Landestierärztekammer Thüringen",,"Potsdamer Straße 47, 14163, Berlin",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
DEAMKQ3,529900DPTSQM08LD5J26,"Versorgungswerk der Landeszahnärztekammer Thüringen",,"Barbarossahof 16, 99092, Erfurt",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
DEALEHI,529900N76DJ2XX6PN752,"Versorgungswerk der Psychotherapeutenkammer NRW",,"Pempelforter Straße 11, 40213, Düsseldorf",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEAMKPY,391200RRR8H5K9WSWB49,"Versorgungswerk der Psychotherapeutenkammer Schleswig-Holstein",,"Sophienblatt 92-94, 24114, Kiel",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEA3EGC,5299000SN61P1REL5D34,"Versorgungswerk der Rechtsanwälte im Lande Hessen",,"Bockenheimer Landstraße 23, 60325, Frankfurt am Main",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
DEA5FQR,529900AAINIHSD3TEP23,"Versorgungswerk der Rechtsanwälte im Lande Nordrhein-Westfalen",,"Breite Strasse 67, 40213, Düsseldorf",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
DEAMKQ0,529900W78L0Y4IPSMP85,"Versorgungswerk der Rechtsanwälte in Baden-Württemberg",,"Hohe Straße 16, 70174, Stuttgart",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
DEAMKQR,52990075S354ZEOK4286,"Versorgungswerk der Rechtsanwälte in Berlin",,"Walter-Benjamin-Platz 6, 10629, Berlin",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
DEALFGD,391200YA6ZNLWWCEY004,"Versorgungswerk der Rechtsanwälte in Brandenburg",,"Grillendamm 2, 14776, Brandenburg",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
DEAMKQD,529900WKJSEUJ4AH4F32,"Versorgungswerk der Rechtsanwälte in Mecklenburg-Vorpommern",,"Bleicherufer 9, 19053, Schwerin",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
DEAMKPZ,529900SBSJ4HK4ATQX77,"Versorgungswerk der Rechtsanwälte in Sachsen-Anhalt",,"Breite Strasse 67, 40213, Düsseldorf",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
DEALKF8,529900GOQJP27CC5C247,"Versorgungswerk der Rechtsanwälte in Thüringen",,"Lange Brücke 21, 99084, Erfurt",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
DEAMKR2,5299004VM3RLWP7NYU12,"Versorgungswerk der Rechtsanwältinnen und Rechtsanwälte in der Freien und Hansestadt Hamburg",,"Esplanade 39, 20354, Hamburg",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
DEAMKR8,529900FOP5BRD7RXZO47,"Versorgungswerk der Rechtsanwaltskammer des Saarlandes",,"Am Schloßberg 5, 66119, Saarbrücken",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DEA3KRQ,5299009G9TUUGYGI9W68,"Versorgungswerk der rheinland-pfälzischen Rechtsanwaltskammern",,"Bahnhofplatz 7, 56068, Koblenz",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
DEAMKQ1,529900V8C6KVDX5M6R80,"Versorgungswerk der Saarländischen Notarkammer",,"Rondell 3, 66424, Homburg",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
DEAC6M2,5299001F04PXSAH4RI95,"Versorgungswerk der Steuerberater im Land Nordrhein-Westfalen",,"Pempelforter Straße 11, 40213, Düsseldorf",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
DEAMKQ5,391200EFOIUDU64I3T97,"Versorgungswerk der Steuerberater in Baden-Württemberg",,"Sophienstraße 13, 70178, Stuttgart",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
DEALF4J,529900YYI9JA33OKPL91,"Versorgungswerk der Steuerberater in Hessen",,"Pempelforter Straße 11, 40213, Düsseldorf",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DEAMKQ2,391200AI6TMGQZZHKD27,"Versorgungswerk der Steuerberater und Steuerbevollmächtigten im Freistaat Sachsen",,"Emil-Fuchs-Straße 2, 04105, Leipzig",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
DEAMKQ4,391200CY2KHEO1KJXX05,"Versorgungswerk der Steuerberater und Steuerbevollmächtigten im Land Brandenburg",,"Tuchmacherstraße 48 B, 14482, Potsdam",Mixed,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
DEAMKQB,391200RARSOYAB6TLQ58,"Versorgungswerk der Steuerberater und Steuerbevollmächtigten in Mecklenburg-Vorpommern",,"Ostseeallee 40, 18107, Rostock",Mixed,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DEAMKR3,5299006TQ1CREJ5JOS06,"Versorgungswerk der Steuerberater/Steuerberaterinnen und Wirtschaftsprüfer/Wirtschaftsprüferinnen im",,"Nell-Breuning-Allee 6, 66115, Saarbrücken",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEAMKQ7,391200PX0AEFSFW20U51,"Versorgungswerk der Steuerberaterinnen und Steuerberater im Land Schleswig-Holstein",,"Hopfenstraße 2d, 24114, Kiel",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
DEAMKQ8,529900Q21Q5W4KPBAZ98,"Versorgungswerk der Steuerberaterinnen und Steuerberater in Rheinland-Pfalz",,"Pempelforter Straße 11, 40213, Düsseldorf",Defined contributions,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DEAMKQZ,,"Versorgungswerk der Steuerberaterinnen, Steuerberater und Steuerbevollmächtigten in Sachsen-Anhalt",,"Zum Domfelsen 4, 39104, Magdeburg",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
DEA5DE0,5299003UM2EKYDZNKM18,"Versorgungswerk der Tierärztekammer Nordrhein",,"Benrather Straße 8, 40213, Düsseldorf",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
DEA3M1N,529900IHQJ5Q2HQ0ZQ29,"Versorgungswerk der Tierärztekammer Westfalen-Lippe",,"Goebenstraße 50, 48151, Münster",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
DEALOGD,529900Z5WSAAJ3OTQU15,"Versorgungswerk der Wirtschaftsprüfer und der vereidigten Buchprüfer im Lande Nordrhein-Westfalen Kd",,"Lindenstraße87, 40233, Düsseldorf",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
DEA3LQO,5299002J42KNJQZUN166,"Versorgungswerk der Zahnärztekammer Berlin K.d.ö.R",,"Klaus-Groth-Straße 3, 14050, Berlin",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
DEAMKQF,529900DB4YNCCI52OR79,"Versorgungswerk der Zahnärztekammer Hamburg",,"Weidestraße 122b, 22083, Hamburg",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
DEAMKQA,529900QS93X0V30TTO78,"Versorgungswerk der Zahnärztekammer Mecklenburg-Vorpommern",,"Wismarsche Straße 304, 19055, Schwerin",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
DEA597Y,529900L2J72ZNZ9X1303,"Versorgungswerk der Zahnärztekammer Nordrhein",,"Am Seestern 8, 40547, Düsseldorf",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEAC7M2,529900MC9NZEHPFID748,"Versorgungswerk der Zahnärztekammer Schleswig-Holstein",,"Westring 496, 24106, Kiel",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
DEA5A10,529900EYDCDCB2U4XC12,"Versorgungswerk der Zahnärztekammer Westfalen-Lippe",,"Auf der Horst 30, 48147, Münster",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
DEA4231,52990042STPZFI8FYX86,"VIFA Pensionsfonds AG",,"33 03, Schellendorffstraße 17/19, 14199, Berlin",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
DEA49J2,529900YKTRXXQA4Y8543,"VLAK VVaG Hannover",,"21 20, Mailänder Straße 4a, 30539, Hannover",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEA4YNK,3912007QMY413ATGFK02,"WTW Pensionsfonds AG",,"Wettinerstraße 3, 65189, Wiesbaden",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
DEA55L5,529900HAK1RR1W5F7E89,"Wuppertaler Pensionskasse VVaG",,"Moritzstraße 14, 42117, Wuppertal",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
DEA39TY,529900H7OPL9TTLGYE60,"WWK Pensionsfonds Aktiengesellschaft",,"Marsstraße 37, 80335, München",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
DEAMKR5,391200DMRO59GDRG8P16,"Zahnärzteversorgung Sachsen",,"Schützenhöhe 11, 01099, Dresden",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
DEALCN3,391200XTQO8DO3ORJG94,"Zentrales Versorgungswerk für das Dachdeckerhandwerk VVaG",,"4009, Gustav-Stresemann-Ring 7a, 65189, Wiesbaden",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
DEAMKR4,,"Zusatzversorgungskasse der Landesbank Baden-Württemberg",,"Am Hauptbahnhof 2, 70173, Stuttgart",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
DEA3HJD,52990091NFMFNK7HV558,"Zusatzversorgungskasse der Steine- und Erden-Industrie u. des Betonsteinhandwerks VVaG Die Bayerische Pensionskasse",,"20 21, Bavariaring 23, 80336, München",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
DEA3PE4,529900E6KZJWMC1CJA18,"Zusatzversorgungskasse des Baugewerbes AG",,"62 60, Wettinerstraße 7, 65189, Wiesbaden",Defined benefits,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
