CÓDIGO EUROPEO,LEI,NOMBRE,NOMBRE DE LA GESTORA,DIRECCIÓN,TIPO DE FONDO DE PENSION,PROMOTOR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
BE0420569234,549300H11S339M430X79,"Institution de Retraite Professionnelle Coca-Cola Europacific Partners Belgium/Coca-Cola Europacific",,"Bergense Steenweg, 1424, 1070, Anderlecht",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
BE0409886861,549300R2KRVSNJPVGE14,"J & J Pension Fund OFP",,"Turnhoutseweg, 30, 2340, Beerse",Mixed,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
BE0808789364,5493002B4DM4HK8UM770,"KBC PENSION FUND SERVICE",,"Havenlaan, 2, 1080, Sint-Jans-Molenbeek",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
BE1007448730,6994006UA4R0PZ46EE37,"KBC Pension Fund Solutions OFP",,"Havenlaan, 2, 1080, Sint-Jans-Molenbeek",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
BE0873475201,,"KOALA OFP",,"Rue de la Poudrière, 68-72, 1000, Bruxelles",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
BE0419797588,699400Z69FAUPUEUL479,"L'INSTITUTION DE retraite professionnelle fernand delory",,"Fonsnylaan, 20, 1060, Sint-Gillis (bij-Brussel)",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
BE0443380961,967600DS9P2XOWPEZX97,"Liantis  fonds voor aanvullend pensioen",,"Sint-Clarastraat, 48, 8000, Brugge",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
BE0436786050,,"LOGICA BELGIUM",,"6, Leonardo da Vincilaan, 19C, 1831, Machelen (Brab.)",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
BE0873473617,,"MERCATOR INSURANCE PENSION FUND",,"Posthofbrug, 16, 2600, Antwerpen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
BE0446207027,549300CZKXX3KNITDY06,"MONROE PENSIOENFONDS",,"Sint-Jorisstraat, 4520, 3800, Sint-Truiden",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
BE0410355926,549300RTT1FRR1NJI171,"NESTLE EUROPEAN PENSION FUND",,"Birminghamstraat, 221, 1070, Anderlecht",Mixed,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
BE0456092515,549300VK1Z6WSDSFZ956,"NIKE BELGIUM PENSIOENFONDS",,"Nikelaan, 1, 2430, Laakdal",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
BE0410492320,96760073WV19IFL6T488,"NOKIA BELL DIRECTIEPERSONEEL PENSIOENFONDS",,"Copernicuslaan, 50, 2018, Antwerpen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
BE0410492617,549300QCT8CR3M3DQ721,"NOKIA BELL PENSIOENFONDS",,"Copernicuslaan, 50, 2018, Antwerpen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
BE0457802089,,"Nouveau Fonds de Pension  CARREFOUR BELGIUM NIEUW PENSIOENFONDS CARREFOUR BELGIUM",,"Olympiadenlaan, 20, 1140, Evere",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
BE0597786749,5493004F77ZICCMINY36,"OFP Delrin European Pension Fund",,"Bedrijvenlaan, 9, 2800, Mechelen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
BE0450849565,,"OFP Films Virton Pension Fund",,"Zoning-Artisanal, Latour, SN, 6761, Virton",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
BE0432326129,967600WY1BC58KYIJC73,"OFP fonds de pension pour le personnel ouvrier de la SA Cimenterie CBR relevant de la sous-commissio",,"Boulevard de France, 3-5, 1420, Braine-l'Alleud",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
BE0442521918,549300IX5XWTBUFUX779,"OFP Fonds de Pension PUILAETCO",,"14, Vorstlaan, 25, 1170, Watermaal-Bosvoorde",Mixed,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
BE0433176165,6488M07V9AY2C91C5I89,"OFP Fonds de Pension YARA Tertre",,"Rue de la Carbo(T), 10, 7333, Saint-Ghislain",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
BE0505977437,549300QI459QMDNUM723,"OFP GE EUROPEAN PENSION FUND",,"Robert Schumanplein, 2-4, 1040, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
BE0409364348,IBGELNFNKF0IFGVTR036,"OFP IBM BELGIUM",,"Avenue du Bourget, 42, 1130, Bruxelles",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
BE0809537155,549300SXOZHAUHT0WM31,"OFP Prolocus",,"Koningin Elisabethlei, 22, 2018, Antwerpen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
BE0737555534,549300P5UENCL9U3JS48,"OFP-S",,"Koningin Elisabethlei, 22, 2018, Antwerpen",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
BE0423427269,,"OGEO 2 PENSION",,"Rue Sainte-Marie, 5, 4000, Liège",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
BE0429333876,549300HT3QWJSUT5AD40,"OGEO FUND",,"Rue Sainte-Marie, 5, 4000, Liège",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
BE0471726539,549300M72OHFTVUBW543,"Onderlinge Verzekeringsvereniging  voor de Pensioenen van het Personeel van de Provincie Antwerpen e",,"Koningin Elisabethlei, 22, 2018, Antwerpen",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
BE0833661451,984500B884EAE440CC87,"Organisme voor de Financiering van Pensioenen 'Pensioenfonds van de Vlaamse Non-Profit/social-Profit",,"Sainctelettesquare, 13-15, 1000, Bruxelles",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
BE0888025595,5493001H4P7U9OG5HY54,"Pensio B",,"3, Koningsstraat, 132, 1000, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
BE0409083939,984500D147RDDDC07B83,"PENSIOBEL",,"Kunstlaan, 47, 1000, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
BE0869504139,9676007BT7L9RH7A3B60,"PENSIOENEN  VAN DE SENATOREN",,"Natieplein, 1, 1000, Brussel",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
BE0458326978,967600VDE42QB6XUL598,"PENSIOENEN VAN DE VLAAMSE VOLKSVERTEGENWOORDIGERS",,"Leuvenseweg, 86, 1000, Bruxelles",,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
BE0429231631,549300YCFF0G1VXZD682,"Pensioenfonds Agfa-Gevaert",,"Septestraat, 27, 2640, Mortsel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
BE0414065878,894500M3PYWVBFB7G688,"PENSIOENFONDS AGORIA",,"Ravensteinstraat, 4, 1000, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
BE0470136234,699400FQBIEY49HCEB66,"Pensioenfonds BASF België OFP",,"Maria van Bourgondiëstraat, 58, 1000, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
BE0472656254,,"PENSIOENFONDS BELGISCHE WERKMAATSCHAPPIJEN VAN RANDSTAD",,"8, Keizer Karellaan, 586, 1082, Sint-Agatha-Berchem",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
BE0433474291,,"Pensioenfonds CommScope Connectivity Belgium",,"Diestsesteenweg, 692, 3010, Leuven",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
BE0477760533,699400ILZ442JVDWBO34,"PENSIOENFONDS CONTRACTUELEN VRT",,"Auguste Reyerslaan, 52, 1030, Schaarbeek",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
BE0424339069,967600VUREVY483U3807,"PENSIOENFONDS DE GISTFABRIEK",,"Komvest, 43, 8000, Brugge",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
BE0409604967,96760051GZFOL0WUW112,"PENSIOENFONDS DEUTSCHE BANK - FONDS DE PENSION DEUTSCHE BANK",,"Marnixlaan, 13-15, 1000, Brussel",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
BE0434081037,549300YZN82IIMHRCN13,"PENSIOENFONDS FCR MEDIA BELGIUM",,"Uitbreidingstraat, 82, 2600, Antwerpen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
BE0461997637,549300KT108OLD8PUN58,"PENSIOENFONDS INBEV - KADERLEDEN",,"Boulevard Industriel, 21, 1070, Anderlecht",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
BE0410679291,549300RW0HOSBME0IH88,"Pensioenfonds KBC",,"Havenlaan, 2, 1080, Sint-Jans-Molenbeek",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
BE0459175828,6994001YZPY9JJD2L791,"PENSIOENFONDS OCEAN BELGIUM",,"5.01, Madrasstraat, 70, 2000, Antwerpen",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
BE0443264264,549300EPP1X95Y8MAX25,"PENSIOENFONDS PRO - FONDS  DE PENSION PRO",,"De Kleetlaan, 2, 1831, Machelen (Brab.)",Defined benefits,Yes,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
