"International Name";"Name of NCA";"Home Country";"Identification code";"LEI";"Official name of the entity";"Cross border status";"EU Country where the entity operates";"Local/Commercial name";"Registration start date";"Registration end date";"Street Name";"Street Number";"Post Code";"City";"County";"Website address";"Operation Start Date";"Operation End Date";
"STEAMSHIP MUTUAL UNDERWRITING ASSOCIATION (EUROPE) LIMITED";"Insurance Companies Control Service";"CY";"181";"213800A3XDB3VJ4GR175";"STEAMSHIP MUTUAL UNDERWRITING ASSOCIATION (EUROPE) LIMITED";"EEA FPS";"ES";"";"07/01/2020 00:00:00";"";"ARCHBISHOP MAKARIOS AVENUE";"205";"3030";"LIMASSOL";"";"";"07/01/2020 00:00:00";"";
"STEAMSHIP MUTUAL UNDERWRITING ASSOCIATION (EUROPE) LIMITED";"Insurance Companies Control Service";"CY";"181";"213800A3XDB3VJ4GR175";"STEAMSHIP MUTUAL UNDERWRITING ASSOCIATION (EUROPE) LIMITED";"EEA FPS";"SK";"";"07/01/2020 00:00:00";"";"ARCHBISHOP MAKARIOS AVENUE";"205";"3030";"LIMASSOL";"";"";"07/01/2020 00:00:00";"";
"STEAMSHIP MUTUAL UNDERWRITING ASSOCIATION (EUROPE) LIMITED";"Insurance Companies Control Service";"CY";"181";"213800A3XDB3VJ4GR175";"STEAMSHIP MUTUAL UNDERWRITING ASSOCIATION (EUROPE) LIMITED";"EEA FPS";"SE";"";"07/01/2020 00:00:00";"";"ARCHBISHOP MAKARIOS AVENUE";"205";"3030";"LIMASSOL";"";"";"07/01/2020 00:00:00";"";
"STEAMSHIP MUTUAL UNDERWRITING ASSOCIATION (EUROPE) LIMITED";"Insurance Companies Control Service";"CY";"181";"213800A3XDB3VJ4GR175";"STEAMSHIP MUTUAL UNDERWRITING ASSOCIATION (EUROPE) LIMITED";"EEA FPS";"SI";"";"07/01/2020 00:00:00";"";"ARCHBISHOP MAKARIOS AVENUE";"205";"3030";"LIMASSOL";"";"";"07/01/2020 00:00:00";"";
"THE UNITED KINGDOM FREIGHT DEMURRAGE AND DEFENCE INSURANCE (EUROPE) LIMITED";"Insurance Companies Control Service";"CY";"182";"213800USL6J47FESOC07";"THE UNITED KINGDOM FREIGHT DEMURRAGE AND DEFENCE INSURANCE (EUROPE) LIMITED";"EEA FPS";"EL";"";"21/01/2021 00:00:00";"";"THEKLAS LYSIOTI";"37";"3030";"NICOSIA";"";"";"21/01/2021 00:00:00";"";
"STEAMSHIP MUTUAL UNDERWRITING ASSOCIATION (EUROPE) LIMITED";"Insurance Companies Control Service";"CY";"181";"213800A3XDB3VJ4GR175";"STEAMSHIP MUTUAL UNDERWRITING ASSOCIATION (EUROPE) LIMITED";"EEA FPS";"EL";"";"07/01/2020 00:00:00";"";"ARCHBISHOP MAKARIOS AVENUE";"205";"3030";"LIMASSOL";"";"";"07/01/2020 00:00:00";"";
"Allianz Hungaria Insurance Co. Ltd";"Magyar Nemzeti Bank (MNB)";"HU";"10337587";"";"Allianz Hungária Biztosító Zártkörűen Működő Részvénytársaság";"EEA FPS";"BG";"Allianz Hungária Zrt.";"04/05/2005 00:00:00";"31/12/2025 00:00:00";"Könyves Kálmán körút";"48-52";"1087";"Budapest";"";"www.allianz.hu";"04/05/2005 00:00:00";"31/12/2025 00:00:00";
"Allianz Hungaria Insurance Co. Ltd";"Magyar Nemzeti Bank (MNB)";"HU";"10337587";"";"Allianz Hungária Biztosító Zártkörűen Működő Részvénytársaság";"EEA FPS";"RO";"Allianz Hungária Zrt.";"04/05/2005 00:00:00";"31/12/2025 00:00:00";"Könyves Kálmán körút";"48-52";"1087";"Budapest";"";"www.allianz.hu";"04/05/2005 00:00:00";"31/12/2025 00:00:00";
"Veterfina Verzekeringsmaatschappij N.V.";"De Nederlandsche Bank (DNB)";"NL";"R165775";"724500VB9912PMWCB019";"Veterfina Verzekeringsmaatschappij N.V.";"Domestic undertaking";"NL";"";"03/03/2021 00:00:00";"01/07/2026 00:00:00";"Gatwickstraat";"9";"1043GL";"AMSTERDAM";"";"";"03/03/2021 00:00:00";"01/07/2026 00:00:00";
"Bayern-Versicherung Lebensversicherung Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1015";"529900YVAZLRT7M8RV44";"Bayern-Versicherung Lebensversicherung Aktiengesellschaft";"EEA FPS";"IS";"Bayern-Versicherung Lebensversicherung Aktiengesellschaft";"18/07/2007 00:00:00";"";"Maximilianstraße 53";"";"80530";"München";"Bayern";"";"18/07/2007 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"LV";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"LU";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"PL";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"NL";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"RO";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"PT";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"SE";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"SI";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"SK";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"AT";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"BG";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"BE";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"CY";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"DK";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"CZ";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"EE";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"FI";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"FR";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"HR";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"EL";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"ES";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"HU";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"IT";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"LT";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"IE";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"Deutsche Lebensversicherungs-Aktiengesellschaft";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"1148";"529900YI4HYCORU97L35";"Deutsche Lebensversicherungs-Aktiengesellschaft";"EEA FPS";"MT";"Deutsche Lebensversicherungs-Aktiengesellschaft";"12/08/2020 00:00:00";"";"Merlitzstraße 8";"";"12489";"Berlin";"Berlin";"";"12/08/2020 00:00:00";"";
"DFV Deutsche Familienversicherung AG";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"5129";"391200ANZU0I8BNOGO03";"DFV Deutsche Familienversicherung AG";"EEA FPS";"AT";"DFV Deutsche Familienversicherung AG";"05/05/2021 00:00:00";"";"Reuterweg 47";"";"60323";"Frankfurt am Main";"Hessen";"";"05/05/2021 00:00:00";"";
"Markel Insurance SE";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"5211FR";"39120047HKGRHDVOZ354";"Markel Insurance SE";"EEA branch";"FR";"Markel Insurance SE";"10/05/2021 00:00:00";"";"Sophienstraße 26";"";"80333";"München";"";"";"10/05/2021 00:00:00";"";
"DARAG Deutschland AG";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"5771LU";"5299006IHU8OKTI4GR33";"DARAG Deutschland AG";"FPS for EEA Branches";"BE";"DARAG Deutschland AG";"14/06/2021 00:00:00";"";"Hermannstraße 15";"";"20095";"Hamburg";"";"";"14/06/2021 00:00:00";"";
"DARAG Deutschland AG";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"5771LU";"5299006IHU8OKTI4GR33";"DARAG Deutschland AG";"FPS for EEA Branches";"FR";"DARAG Deutschland AG";"06/04/2021 00:00:00";"";"Hermannstraße 15";"";"20095";"Hamburg";"";"";"06/04/2021 00:00:00";"";
"DARAG Deutschland AG";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"5771LU";"5299006IHU8OKTI4GR33";"DARAG Deutschland AG";"FPS for EEA Branches";"FI";"DARAG Deutschland AG";"12/04/2021 00:00:00";"26/09/2022 00:00:00";"Hermannstraße 15";"";"20095";"Hamburg";"";"";"12/04/2021 00:00:00";"26/09/2022 00:00:00";
"DARAG Deutschland AG";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"5771LU";"5299006IHU8OKTI4GR33";"DARAG Deutschland AG";"FPS for EEA Branches";"CZ";"DARAG Deutschland AG";"15/04/2021 00:00:00";"26/09/2022 00:00:00";"Hermannstraße 15";"";"20095";"Hamburg";"";"";"15/04/2021 00:00:00";"26/09/2022 00:00:00";
"DARAG Deutschland AG";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"5771LU";"5299006IHU8OKTI4GR33";"DARAG Deutschland AG";"FPS for EEA Branches";"ES";"DARAG Deutschland AG";"15/04/2021 00:00:00";"26/09/2022 00:00:00";"Hermannstraße 15";"";"20095";"Hamburg";"";"";"15/04/2021 00:00:00";"26/09/2022 00:00:00";
"DARAG Deutschland AG";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"5771LU";"5299006IHU8OKTI4GR33";"DARAG Deutschland AG";"FPS for EEA Branches";"NL";"DARAG Deutschland AG";"12/04/2021 00:00:00";"26/09/2022 00:00:00";"Hermannstraße 15";"";"20095";"Hamburg";"";"";"12/04/2021 00:00:00";"26/09/2022 00:00:00";
"DARAG Deutschland AG";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"5771LU";"5299006IHU8OKTI4GR33";"DARAG Deutschland AG";"FPS for EEA Branches";"NO";"DARAG Deutschland AG";"15/03/2021 00:00:00";"26/09/2022 00:00:00";"Hermannstraße 15";"";"20095";"Hamburg";"";"";"15/03/2021 00:00:00";"26/09/2022 00:00:00";
"DARAG Deutschland AG";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"5771LU";"5299006IHU8OKTI4GR33";"DARAG Deutschland AG";"FPS for EEA Branches";"PL";"DARAG Deutschland AG";"12/04/2021 00:00:00";"26/09/2022 00:00:00";"Hermannstraße 15";"";"20095";"Hamburg";"";"";"12/04/2021 00:00:00";"26/09/2022 00:00:00";
"DARAG Deutschland AG";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"5771LU";"5299006IHU8OKTI4GR33";"DARAG Deutschland AG";"FPS for EEA Branches";"HU";"DARAG Deutschland AG";"15/04/2021 00:00:00";"26/09/2022 00:00:00";"Hermannstraße 15";"";"20095";"Hamburg";"";"";"15/04/2021 00:00:00";"26/09/2022 00:00:00";
"DARAG Deutschland AG";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"5771LU";"5299006IHU8OKTI4GR33";"DARAG Deutschland AG";"FPS for EEA Branches";"PT";"DARAG Deutschland AG";"15/04/2021 00:00:00";"26/09/2022 00:00:00";"Hermannstraße 15";"";"20095";"Hamburg";"";"";"15/04/2021 00:00:00";"26/09/2022 00:00:00";
"DARAG Deutschland AG";"Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)";"DE";"5771LU";"5299006IHU8OKTI4GR33";"DARAG Deutschland AG";"FPS for EEA Branches";"SI";"DARAG Deutschland AG";"15/04/2021 00:00:00";"26/09/2022 00:00:00";"Hermannstraße 15";"";"20095";"Hamburg";"";"";"15/04/2021 00:00:00";"26/09/2022 00:00:00";
"ARNOLD CLARK LIFE INSURANCE (MALTA) LIMITED";"Malta Financial Services Authority (MFSA)";"MT";"C 40522 MT";"213800KL7RVEKAJHQO02";"ARNOLD CLARK LIFE INSURANCE (MALTA) LIMITED";"Domestic undertaking";"MT";"";"20/06/2007 00:00:00";"01/05/2014 00:00:00";"Triq l-Iljun, ";"The LandMark, Level 1/Suite 2, ";"QRM 3800";"Qormi";"";"";"20/06/2007 00:00:00";"01/05/2014 00:00:00";
"ARNOLD CLARK LIFE INSURANCE (MALTA) LIMITED";"Malta Financial Services Authority (MFSA)";"MT";"C 40511";"213800KL7RVEKAJHQO02";"ARNOLD CLARK LIFE INSURANCE (MALTA) LIMITED";"Domestic undertaking";"MT";"";"20/06/2007 00:00:00";"01/05/2014 00:00:00";"Triq l-Iljun, ";"The LandMark, Level 1/Suite 2, ";"QRM 3800";"Qormi";"";"";"20/06/2007 00:00:00";"01/05/2014 00:00:00";
"BALOISE ASSURANCES LUXEMBOURG S.A.";"Commissariat aux Assurances (CAA)";"LU";"ABALNV";"549300J4JNKWP52PIP34";"BALOISE ASSURANCES LUXEMBOURG S.A.";"EEA FPS";"FR";"";"28/05/2021 00:00:00";"";"8, rue du Château dEau";"";"3364";"LEUDELANGE";"";"";"28/05/2021 00:00:00";"";
"FRIDAY INSURANCE SERVICES S.A.";"Commissariat aux Assurances (CAA)";"LU";"AFRIDAFR";"549300O6NL7NBE3CHK37";"FRIDAY INSURANCE SERVICES S.A.";"EEA branch";"FR";"";"31/05/2021 00:00:00";"01/07/2025 00:00:00";"29-31 rue de Courcelles";"";"75008";"PARIS";"";"";"31/05/2021 00:00:00";"01/07/2025 00:00:00";
"MIC INSURANCE COMPANY";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"885241208";"213800SBLSBC2YAKIH34";"MIC INSURANCE COMPANY";"EEA branch";"ES";"MIC INSURANCE COMPANY";"07/06/2021 00:00:00";"";"29 RUE DE BASSANO ";"";"75008";"PARIS";"";"";"07/06/2021 00:00:00";"";
"AXERIA IARD";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"352893200";"969500GIFV7S9YLQO505";"AXERIA IARD";"EEA FPS";"CY";"AXERIA IARD";"02/06/2021 00:00:00";"";"129 AVENUE FELIX FAURE ";"";"69003";"LYON";"";"";"02/06/2021 00:00:00";"";
"AXERIA IARD";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"352893200";"969500GIFV7S9YLQO505";"AXERIA IARD";"EEA FPS";"MT";"AXERIA IARD";"02/06/2021 00:00:00";"";"129 AVENUE FELIX FAURE ";"";"69003";"LYON";"";"";"02/06/2021 00:00:00";"";
"AXERIA IARD";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"352893200";"969500GIFV7S9YLQO505";"AXERIA IARD";"EEA FPS";"IE";"AXERIA IARD";"02/06/2021 00:00:00";"";"129 AVENUE FELIX FAURE ";"";"69003";"LYON";"";"";"02/06/2021 00:00:00";"";
"ICARE ASSURANCE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"327061339";"9695003ZXE8G93WLU513";"ICARE ASSURANCE";"EEA FPS";"ES";"ICARE ASSURANCE";"22/06/2021 00:00:00";"";"93 RUE NATIONALE ";"";"92100";"BOULOGNE BILLANCOURT";"";"";"22/06/2021 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"IS";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"PL";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"EE";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"SI";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"MT";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"SK";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"FI";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"DE";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"DK";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
"LA MONDIALE PARTENAIRE";"L’Autorité de Contrôle Prudentiel et de Résolution (ACPR)";"FR";"313689713";"969500KVF28A0DD98378";"LA MONDIALE PARTENAIRE";"EEA FPS";"PT";"LA MONDIALE PARTENAIRE";"21/02/2019 00:00:00";"";"14-16 BOULEVARD MALESHERBES ";"";"75008";"PARIS";"";"";"21/02/2019 00:00:00";"";
